county,year,wheat_yield,maize_yield,sunflower_yield,emigration_rate_15_64,immigration_rate_15_64,net_migration_rate_15_64,aff_employment_share,change_aff_employment_share,agri_employment_number,agri_workers_per_1000ha,ha_per_agri_worker,change_agri_employment_number,change_agri_employment_pct,change_agri_employment_share,decline_agri_employment_number,decline_agri_employment_pct,decline_agri_employment_share,residual_mechanization_index,density_mechanization_index,annual_mean_temperature_c,annual_precipitation_mm,rural_population_share,selected_crop_area_ha,log_selected_crop_area,wheat_area_share,maize_area_share,sunflower_area_share,z_emigration_rate_15_64,z_aff_employment_share,z_change_aff_employment_share,z_residual_mechanization_index,z_annual_mean_temperature_c,z_annual_precipitation_mm,z_rural_population_share,z_log_selected_crop_area,z_wheat_area_share,z_maize_area_share,z_sunflower_area_share,z_agri_employment_number,z_agri_workers_per_1000ha,z_ha_per_agri_worker,z_change_agri_employment_number,z_change_agri_employment_pct,z_change_agri_employment_share,z_decline_agri_employment_number,z_decline_agri_employment_pct,z_decline_agri_employment_share,z_density_mechanization_index,z_net_migration_rate_15_64,z_immigration_rate_15_64
Alba,2022,4.508459006,3.822056911,2.372708224,2.379402133,0.895268006,-1.4841341274248836,20.727126375100617,-0.0830845017029346,17400,247.7538408964702,4.036264367816092,200.0,1.162790697674421,-0.3501743900000011,-200.0,-1.162790697674421,0.3501743900000011,0.3068548514527865,0.320052768,9.067242965,762.1736532,41.89607608,70231,11.159545087980925,18.60004841,62.39837109,10.87269155,1.0438871362750082,-0.4985864801526872,0.3669771384640296,0.3380383454336858,-0.7433032074717085,-0.011752171283613399,-0.954512371662613,-0.5427816277827252,-0.9018964449760484,0.8474546839141974,-0.11540762334538558,-1.2944708431928702,-0.5009809037964942,-0.07234063934342014,0.6380607379695415,0.6642070604554017,0.5201839850753495,-0.6380607379695415,-0.6642070604554017,-0.5201839850753495,0.3437778985163172,-0.4309147988364153,-0.22517420678890127
Arad,2012,3.751294,3.308409581,1.616868614,1.113903416,0.363377029,-0.7505263872852,21.468209925479623,,47500,213.6194784986373,4.681221052631579,,,,,,,1.124126200157947,-0.327029728,11.57309341,714.912133,44.57177659,222358,12.312043974603498,26.1528706,54.0178451,16.10825785,-0.2731084009214047,-0.4517282837719548,,1.2383632162273837,0.6027318408935732,-0.27437795907425844,-0.7102886168451135,0.7228953425568873,-0.23136922005201954,0.4142465571613577,0.5539016574603675,0.2097854116481688,-0.5701675956263405,0.0944747012632189,,,,,,,-0.35127205229023944,-0.2903187836322606,-0.32134447504782643
Arad,2013,4.470144724,4.040148331,2.025695818,0.993370701,0.296987117,-0.6963835844638188,22.19763252702008,0.729422601540449,45400,190.8003950492761,5.241079295154185,-2100.0,-4.421052631578948,-1.45794072,2100.0,4.421052631578948,1.45794072,0.9853708885125936,-0.392565577,11.66089249,889.6271763,44.64270309,237945,12.379794833510665,26.30944126,48.39269579,15.93015193,-0.3985459423497199,-0.40560740105900384,0.6905849800131455,1.0855071810476773,0.6498937292377227,0.6964895816092761,-0.7038148220084622,0.7972994941225563,-0.21746913244061986,0.12347001184691121,0.5311327842589245,0.10483730084530561,-0.6164194305383275,0.2392796868019939,0.29098455205279167,0.2814444151497456,0.17916122278972338,-0.29098455205279167,-0.2814444151497456,-0.17916122278972338,-0.42166599572881436,-0.2799423086959124,-0.33334831779533447
Arad,2014,4.221566808,5.274487528,2.832154241,0.845916048,0.388571193,-0.4573448552142471,19.029006377288624,-3.1686261497314483,44700,169.1727189121475,5.911118568232662,-700.0,-1.541850220264318,-0.5029821299999995,700.0,1.541850220264318,0.5029821299999995,0.9492691678562384,-0.453647305,12.22908401,843.0182651,44.70985209,264227,12.484563861155364,28.55120786,45.63954479,14.60448781,-0.5520009536674799,-0.6059574240831374,-0.8619419303570962,1.0457366971846866,0.9551017681412343,0.43749025255332624,-0.6976858173418524,0.9123570850963467,-0.01844875311597742,-0.01884651921580147,0.3616612795723749,0.06985459724435122,-0.6602564106012753,0.41258253362865743,0.5022483173934221,0.4788086795716433,0.4731425502689465,-0.5022483173934221,-0.4788086795716433,-0.4731425502689465,-0.4872756394821504,-0.2341305063210418,-0.3167891627466002
Arad,2015,4.303348366,3.589849687,2.164548476,1.128045288,0.413038121,-0.7150071674262172,11.33911689467245,-7.689889482616174,39300,148.79881869640118,6.720483460559796,-5400.0,-12.080536912751684,-2.431700880000001,5400.0,12.080536912751684,2.431700880000001,1.1735089143808195,-0.280664669,12.09203911,699.0032461,44.76260775,264115,12.484139893340283,28.46146565,47.58192454,13.55508017,-0.2583910550549823,-1.0921837764806162,-2.662684671422976,1.2927643473481436,0.8814871440251832,-0.3627814623323868,-0.6928705604306534,0.9118914826511367,-0.02641592002605265,0.08155943310082032,0.2275061122888544,-0.20001197339158266,-0.701552121333179,0.6219213673322456,-0.20699432339298002,-0.2435997689840494,-0.12060811535841647,0.20699432339298002,0.2435997689840494,0.12060811535841647,-0.30147000668353346,-0.28351152070128005,-0.31236534070227207
Arad,2016,4.930551524,5.403689632,2.792846735,1.687334468,0.585831302,-1.101503165944609,9.470468431771891,-1.8686484629005573,34300,118.4699076072878,8.440962099125365,-5000.0,-12.722646310432571,-2.41041946,5000.0,12.722646310432571,2.41041946,1.0606278555505837,-0.354697033,11.2958374,982.5069079,44.89412944,289525,12.575996928052579,28.55711942,41.54494431,15.17105604,0.32365722691276716,-1.2103371164061445,-0.3441827973992849,1.1684119827786474,0.45380184087119946,1.2126095155007317,-0.680865957953023,1.012769092815036,-0.017923934469112075,-0.23050557329649657,0.43409076528983936,-0.449888427684114,-0.7630255714770879,1.0669159489154558,-0.14663324758137133,-0.2876152395371641,-0.11405668981205512,0.14663324758137133,0.2876152395371641,0.11405668981205512,-0.38099030166040937,-0.3575835271848678,-0.2811229107896417
Arad,2017,5.314995785,6.030667495,3.031222236,1.642595372,0.631494549,-1.0111008227167748,8.371376711952037,-1.0990917198198566,34700,134.0456682389026,7.4601440922190205,400.0,1.1661807580174877,0.2752432399999982,-400.0,-1.1661807580174877,-0.2752432399999982,1.1101121218058625,-0.253610929,11.43174934,662.2697565,44.93911629,258867,12.464069695274942,24.74552569,43.52041782,15.21823948,0.2770975670895783,-1.2798319198212476,-0.03768135810870966,1.2229249859485132,0.5268078876192602,-0.5669044275623429,-0.6767597968249931,0.8898503442376337,-0.35631100383486486,-0.128388930529906,0.4401226465578392,-0.42989831134071155,-0.7314551751042117,0.8132314864588572,0.668241275875346,0.6644394431330926,0.7127170509293456,-0.668241275875346,-0.6644394431330926,-0.7127170509293456,-0.27241080515610816,-0.34025790679197,-0.2728666197385461
Arad,2018,5.378423739,7.487086152,3.077631547,1.721546953,0.552329648,-1.169217305850749,7.470511140235911,-0.9008655717161256,35000,129.525050144698,7.720514285714286,300.0,0.8645533141210304,0.056039290000001,-300.0,-0.8645533141210304,-0.056039290000001,1.1000566402790948,-0.291231336,12.27798462,789.9546383,44.84673606,270218,12.506984319609904,26.90087263,41.58124181,15.26878298,0.3592619173451789,-1.3367930220485558,0.04126876512144829,1.2118476367661408,0.9813690719533109,0.14262295390518018,-0.6851917743789776,0.9369792849611358,-0.1649628208549746,-0.2286292743625662,0.4465840743568541,-0.4149057240831597,-0.7406179831660379,0.8805751446211957,0.6531510069224438,0.6437634120349871,0.6452357288233385,-0.6531510069224438,-0.6437634120349871,-0.6452357288233385,-0.312819968124214,-0.37056095057187727,-0.28718028568716264
Arad,2019,5.184477977,7.11278241,3.495113703,1.703460199,0.630642712,-1.0728174869250369,6.981798424341211,-0.4887127158947004,35100,75.94739506926143,13.167008547008548,100.0,0.2857142857142891,0.2060595099999993,-100.0,-0.2857142857142891,-0.2060595099999993,0.8208545880480158,-0.659825185,12.44026375,737.7360055,44.78548956,462162,13.043670757951409,28.63519718,42.89599751,18.55410008,0.3404391607667782,-1.3676939864586324,0.20542227901475774,0.9042722494745855,1.0685384387581307,-0.14754882894090857,-0.6907820301432257,1.5263695856260295,-0.010992318389178399,-0.16066661251839973,0.8665755517677778,-0.409908194997309,-0.8492141440512745,2.2892880344950846,0.6229704690166394,0.6040850140830972,0.6914190334044561,-0.6229704690166394,-0.6040850140830972,-0.6914190334044561,-0.7087372401856874,-0.35208591321093485,-0.2730206388822153
Arad,2020,3.721642044,5.50816081,2.427037832,1.636667217,0.344947799,-1.2917194179923304,8.131644424338386,1.1498459999971755,33700,122.21214868540343,8.182492581602373,-1400.0,-3.988603988603989,-0.3391770799999989,1400.0,3.988603988603989,0.3391770799999989,0.5758069939657344,-0.585262388,11.77550125,818.9293917,45.00012061,275750,12.52724993711575,25.6275612,40.393835,14.69483228,0.27092817823605453,-1.294990025281904,0.8580325112017697,0.634322196985925,0.7114566242291211,0.3036316858611756,-0.6711916459670001,0.9592350334608393,-0.27800533107749403,-0.29000898733851327,0.37321082145105894,-0.4798736021992178,-0.755440450149583,1.000063892619045,0.39661643472310687,0.3110880094957333,0.5235694761598384,-0.39661643472310687,-0.3110880094957333,-0.5235694761598384,-0.6286471918422235,-0.39403849569417854,-0.3246766315790425
Arad,2021,5.054119989,5.206077799,2.457822963,2.40365774,0.731548008,-1.6721097322011758,11.33902480948834,3.2073803851499534,18100,77.18451363095569,12.955966850828728,-15600.0,-46.29080118694362,-6.757038121999999,15600.0,46.29080118694362,6.757038121999999,0.7403851102336094,-0.461977081,11.20501709,813.9458009,45.54051954,234503,12.365223659963611,35.13430532,38.63148872,10.44421607,1.0691297744079946,-1.0921895989626274,1.6775136685165626,0.8156252262663507,0.40501707775521884,0.27593855507872117,-0.6218668970682686,0.7812973972846373,0.5659878932415379,-0.38110860704730404,-0.1701834773655516,-1.2594881395919157,-0.8467066374018942,2.234702985205285,-1.7462017565890018,-2.588653252414462,-1.452151071790151,1.7462017565890018,2.588653252414462,1.452151071790151,-0.4962228918569537,-0.46694034701575377,-0.25477613050608194
Arad,2022,4.409641776,2.833580629,1.5714026,3.441723053,0.914266717,-2.5274563362083624,9.732578348376968,-1.6064464611113711,18300,85.8888795021261,11.642950819672132,200.0,1.104972375690605,-0.1526391920000005,-200.0,-1.104972375690605,0.1526391920000005,0.795994574999021,-0.373357638,11.94516373,562.663353,45.95536824,213066,12.269357255850059,38.61104071,37.64138811,10.32637774,2.1494369814989027,-1.1937640890607975,-0.23975217333440302,0.8768858886634219,0.802592008995699,-1.1204035549175475,-0.5840017074416617,0.6760166882755623,0.8746467857994014,-0.4322891213809805,-0.18524780534544,-1.2494930814202145,-0.8290638212835204,1.8950968975158038,0.6380607379695415,0.6602437161126765,0.5809946425635567,-0.6380607379695415,-0.6602437161126765,-0.5809946425635567,-0.4010341950858167,-0.6308676307149669,-0.2217390834037498
Arges,2012,3.131253547,2.257202613,1.282709538,0.404047126,0.144981616,-0.2590655102996366,19.34576848441646,,71800,469.4774284668096,2.1300278551532035,,,,,,,-0.1442940646694969,-0.560324228,9.367703996,809.8582885,54.01528177,152936,11.937774812208854,43.78432808,43.14419103,10.2899252,-1.0118508061267057,-0.5859287768217325,,-0.15895765260300257,-0.5819084685315056,0.25322480910501377,0.15166446238725118,0.31187207385820925,1.333922793717791,-0.1478369345244778,-0.18990785966104332,1.4241849795098713,-0.051570970608143696,-0.5653807157132683,,,,,,,-0.6018603957407169,-0.19613024505474652,-0.3608321639971518
Arges,2013,3.140412509,4.514023634,2.014954915,0.400178283,0.1677394,-0.2324388829514466,19.015572423507315,-0.3301960609091452,68000,550.7187689815752,1.8158088235294119,-3800.0,-5.292479108635096,-1.2364195999999978,3800.0,5.292479108635096,1.2364195999999978,0.0107576598633161,-0.385451687,9.250959288,875.0642952,54.04022638,123475,11.723793985408825,37.5776473,44.41060944,11.04758048,-1.015877083590813,-0.6068068436177261,0.26855678253440946,0.01185088495005682,-0.6446187028923471,0.6155656480327805,0.15394127412081018,0.0768778298562026,0.7829038057542064,-0.0823729352795557,-0.09305000675686342,1.2342788742475475,0.11309651386186205,-0.6466521499343226,0.03444997985345474,0.2217096618840232,0.24735587919077726,-0.03444997985345474,-0.2217096618840232,-0.24735587919077726,-0.4140247615351711,-0.19102724859131137,-0.3567173692612022
Arges,2014,2.832458646,3.793975618,1.804624746,0.367836564,0.169398418,-0.1984381465877109,18.635900650317325,-0.3796717731899903,65500,534.6065948416585,1.870534351145038,-2500.0,-3.676470588235292,-0.6863903899999997,2500.0,3.676470588235292,0.6863903899999997,0.4841070674257308,-0.182901093,9.284967386,1039.483178,54.05626638,122520,11.716029560946712,36.85847209,44.79023833,10.05958211,-1.049534881118442,-0.6308132252183687,0.24885144285627323,0.5333034537683591,-0.6263510157973017,1.5292188365099422,0.15540532026970894,0.06835092076873493,0.7190566045803286,-0.06274906912910186,-0.21935467765024078,1.1093406471012817,0.08043886483549542,-0.632497621817926,0.23062347624118298,0.3324842054433276,0.4166808310802071,-0.23062347624118298,-0.3324842054433276,-0.4166808310802071,-0.19645933322301531,-0.18451100321222358,-0.35641740514636366
Arges,2015,2.670234185,3.003096549,1.572015447,0.559323905,0.210973052,-0.3483508530916138,17.34701934465061,-1.2888813056667132,57000,460.3679713118064,2.1721754385964913,-8500.0,-12.97709923664122,-3.4576596100000003,8500.0,12.97709923664122,3.4576596100000003,0.4520589620535808,-0.178726588,9.598097315,854.813726,54.07272916,123814,11.726535718460907,38.10958373,43.55807905,9.830067682,-0.8502553637717583,-0.7123082918697584,-0.11327134123529968,0.4979985255164658,-0.4581510899130046,0.5030360115155241,0.15690795553524378,0.07988880750062183,0.8301282536852242,-0.12644213734306095,-0.24869556036224533,0.6845506748039785,-0.07003486331470292,-0.5544794200861825,-0.6747926609329474,-0.3050575403680526,-0.4364466370940003,0.6747926609329474,0.3050575403680526,0.4364466370940003,-0.19197537713885673,-0.21324179217432682,-0.34890036899151533
Arges,2016,2.871424359,3.016825889,1.3837256,0.794706606,0.266563031,-0.5281435753327055,14.077009752496403,-3.2700095921542065,48800,396.6705683443881,2.520983606557377,-8200.0,-14.385964912280702,-3.457683920000001,8200.0,14.385964912280702,3.457683920000001,0.7348853737198503,0.017559533,9.096265109,963.9255215,54.15945344,123024,11.720134737271962,38.58921836,43.47850826,10.11916374,-0.6052942566715307,-0.9190687192975121,-0.9023212413074649,0.8095665903261644,-0.7277137603518087,1.1093552989437623,0.1648236879635505,0.07285923500171382,0.8727094331888507,-0.13055532939344988,-0.211737824832517,0.27475328976422697,-0.1991426678814026,-0.46426165087053467,-0.6295218540742409,-0.40163280602118384,-0.436454120859418,0.6295218540742409,0.40163280602118384,0.436454120859418,0.018861200250280083,-0.24769908989175787,-0.3388492430576042
Arges,2017,4.22007558,5.430608348,2.703232435,0.789965414,0.334216137,-0.4557492771310076,13.049114215756877,-1.0278955367395284,49400,400.8633980881899,2.4946153846153845,600.0,1.2295081967213184,-0.1671998200000004,-600.0,-1.2295081967213184,0.1671998200000004,0.7453017553165802,0.029948727,8.927038805,898.8075429,54.13809166,123234,11.721840266033704,36.28949803,45.47202882,10.26745866,-0.6102283815513991,-0.9840618376777356,-0.009325122155583128,0.8210415153067989,-0.8186148501370446,0.7475036200982866,0.1628738979546585,0.07473225067317693,0.6685440163175352,-0.027505794260289047,-0.19277995846907361,0.3047384642793307,-0.19064425165207682,-0.4710816808477467,0.6984218137811503,0.6687804277434096,0.576512194012179,-0.6984218137811503,-0.6687804277434096,-0.576512194012179,0.032168790446991086,-0.23382471358171242,-0.3266170044336925
Arges,2018,3.535935988,7.558813861,2.741627925,0.909285271,0.306529596,-0.602755675305306,14.313289871435334,1.2641756556784571,49800,405.8812023211841,2.4637751004016066,400.0,0.809716599190291,0.0411002700000011,-400.0,-0.809716599190291,-0.0411002700000011,0.8622668238212214,0.073195008,9.279315301,934.8884763,53.99919369,122696,11.717465030330615,34.53005803,47.10911521,10.34345048,-0.4860530528395375,-0.9041288920561155,0.9035680800015795,0.9498929186450648,-0.6293870726862989,0.948000419995908,0.15019602775089308,0.06992735660040686,0.5123438051987916,0.057118861661155,-0.1830652442477449,0.32472858062273324,-0.18047370060780982,-0.47905839096898334,0.668241275875346,0.6400044516148765,0.6406367933544836,-0.668241275875346,-0.6400044516148765,-0.6406367933544836,0.07862086675476455,-0.26199850818874076,-0.3316229590188776
Arges,2019,4.199660031,4.897187712,2.534317984,0.954456183,0.361854267,-0.5926019157299098,13.557631938545631,-0.7556579328897026,49300,378.8635630081613,2.63947261663286,-500.0,-1.0040160642570295,-0.1912286499999993,500.0,1.0040160642570295,0.1912286499999993,0.406335266268609,-0.227873505,9.895587273,833.3631094,53.83341008,130126,11.77625849080609,37.52363094,42.00006148,15.92149148,-0.43904400516849834,-0.9519086164851561,0.09910251253052978,0.44762825306651816,-0.2983522835621669,0.3838378761332837,0.13506417888735955,0.13449447227758624,0.7781083214888339,-0.2069795491657899,0.5300256414535791,0.2997409351934801,-0.23523555797997872,-0.4336149655360925,0.5324288552992265,0.5156762655962338,0.5691149859917012,-0.5324288552992265,-0.5156762655962338,-0.5691149859917012,-0.24476549656613905,-0.26005253889543706,-0.32161980295592607
Arges,2020,3.005491103,2.826690028,2.031294875,0.782526948,0.229683678,-0.5528432702682492,12.054335980071617,-1.5032959584740144,47400,370.1187659584437,2.7018354430379747,-1900.0,-3.853955375253548,-0.3653194300000031,1900.0,3.853955375253548,0.3653194300000031,0.4244588803203494,-0.212562651,9.888934441,876.0446043,53.89100566,128067,11.760308843456132,37.82551321,42.78385533,15.76908962,-0.6179695403483126,-1.046960972193917,-0.19866907217758467,0.4675936421692929,-0.30192589868383335,0.6210130912926746,0.14032119803278367,0.11697853228823107,0.8049089366317235,-0.16646349254547063,0.5105427482066617,0.20478788256231817,-0.2529603237612131,-0.4174850821301424,0.32116508995859605,0.3203179352643785,0.5155216269264725,-0.32116508995859605,-0.3203179352643785,-0.5155216269264725,-0.2283196671930843,-0.25243278951716597,-0.3455173337464703
Arges,2021,4.485997406,3.932458812,1.907019254,1.105994273,0.351538522,-0.7544557507645964,10.30961127033464,-1.7447247097369782,23400,178.158119137532,5.612991452991453,-24000.0,-50.63291139240506,-8.563809609999998,24000.0,50.63291139240506,8.563809609999998,0.147024354080441,-0.34751621,8.742061399,953.7228314,54.31463941,131344,11.785575114588047,37.57156779,39.00292362,18.74314776,-0.28133938993318436,-1.1572786995775033,-0.29482606178694576,0.16196540206715815,-0.9179767542476844,1.0526603489345938,0.17898824044121003,0.14472601028514,0.7823640767804997,-0.36190830656119727,0.8907432080419033,-0.9946190980418325,-0.6420439679865283,0.3354732060661954,-3.013784348632784,-2.886297274721467,-2.0083606143357082,3.013784348632784,2.886297274721467,2.0083606143357082,-0.37327717280318773,-0.29107184663482194,-0.32348497459229447
