county,year,wheat_yield,maize_yield,sunflower_yield,emigration_rate_15_64,immigration_rate_15_64,net_migration_rate_15_64,aff_employment_number,total_employment_number,aff_employment_share,change_aff_employment_share,change_aff_employment_pct,aff_workers_per_1000ha,ha_per_aff_worker,change_aff_employment_number,decline_aff_employment_number,decline_aff_employment_pct,decline_aff_employment_share,residual_mechanization_index,density_mechanization_index,annual_mean_temperature_c,annual_precipitation_mm,rural_population_share,selected_crop_area_ha,log_selected_crop_area,wheat_area_share,maize_area_share,sunflower_area_share,z_emigration_rate_15_64,z_aff_employment_share,z_change_aff_employment_share,z_residual_mechanization_index,z_annual_mean_temperature_c,z_annual_precipitation_mm,z_rural_population_share,z_log_selected_crop_area,z_wheat_area_share,z_maize_area_share,z_sunflower_area_share,z_aff_employment_number,z_aff_workers_per_1000ha,z_ha_per_aff_worker,z_change_aff_employment_number,z_change_aff_employment_pct,z_decline_aff_employment_number,z_decline_aff_employment_pct,z_decline_aff_employment_share,z_density_mechanization_index,z_net_migration_rate_15_64,z_immigration_rate_15_64
Alba,2022,4.508459006,3.822056911,2.372708224,2.379402133,0.895268006,-1.4841341274248836,30900.0,149080.0,20.727126375100617,-0.0830845017029346,3.0000000000000027,439.97664848855914,2.2728478964401293,900.0,-900.0,-3.0000000000000027,0.0830845017029346,0.3068548514527865,0.320052768,9.067242965,762.1736532,41.89607608,70231,11.159545087980925,18.60004841,62.39837109,10.87269155,1.0438871362750082,-0.4985864801526872,0.3669771384640296,0.3380383454336858,-0.7433032074717085,-0.011752171283613399,-0.954512371662613,-0.5427816277827252,-0.9018964449760484,0.8474546839141974,-0.11540762334538558,-0.5476274386893022,-0.1297708505147471,-0.4829166560336556,0.4600445161084539,0.3853246250798345,-0.4600445161084539,-0.3853246250798345,-0.3669771384640296,0.3437778985163172,-0.4309147988364153,-0.22517420678890127
Arad,2012,3.751294,3.308409581,1.616868614,1.113903416,0.363377029,-0.7505263872852,40620.0,189210.0,21.468209925479623,,,182.6783835076768,5.474101427868045,,,,,1.124126200157947,-0.327029728,11.57309341,714.912133,44.57177659,222358,12.312043974603498,26.1528706,54.0178451,16.10825785,-0.2731084009214047,-0.4517282837719548,,1.2383632162273837,0.6027318408935732,-0.27437795907425844,-0.7102886168451135,0.7228953425568873,-0.23136922005201954,0.4142465571613577,0.5539016574603675,-0.2930631773760541,-0.6996370917256026,0.3434377757727641,,,,,,-0.35127205229023944,-0.2903187836322606,-0.32134447504782643
Arad,2013,4.470144724,4.040148331,2.025695818,0.993370701,0.296987117,-0.6963835844638188,43130.0,194300.0,22.19763252702008,0.729422601540449,6.179222058099465,181.2603752968123,5.51692557384651,2510.0,-2510.0,-6.179222058099465,-0.729422601540449,0.9853708885125936,-0.392565577,11.66089249,889.6271763,44.64270309,237945,12.379794833510665,26.30944126,48.39269579,15.93015193,-0.3985459423497199,-0.40560740105900384,0.6905849800131455,1.0855071810476773,0.6498937292377227,0.6964895816092761,-0.7038148220084622,0.7972994941225563,-0.21746913244061986,0.12347001184691121,0.5311327842589245,-0.22732693294228323,-0.7027777075754278,0.35449217133069577,0.7078274947087709,0.59364641206082,-0.7078274947087709,-0.59364641206082,-0.6905849800131455,-0.42166599572881436,-0.2799423086959124,-0.33334831779533447
Arad,2014,4.221566808,5.274487528,2.832154241,0.845916048,0.388571193,-0.4573448552142471,37000.0,194440.0,19.029006377288624,-3.1686261497314483,-14.21284488754927,140.03110961408183,7.141270270270271,-6130.0,6130.0,14.21284488754927,3.1686261497314483,0.9492691678562384,-0.453647305,12.22908401,843.0182651,44.70985209,264227,12.484563861155364,28.55120786,45.63954479,14.60448781,-0.5520009536674799,-0.6059574240831374,-0.8619419303570962,1.0457366971846866,0.9551017681412343,0.43749025255332624,-0.6976858173418524,0.9123570850963467,-0.01844875311597742,-0.01884651921580147,0.3616612795723749,-0.38787003189806624,-0.7940926127274196,0.7737918067682873,-0.6218898562892033,-0.742564695159841,0.6218898562892033,0.742564695159841,0.8619419303570962,-0.4872756394821504,-0.2341305063210418,-0.3167891627466002
Arad,2015,4.303348366,3.589849687,2.164548476,1.128045288,0.413038121,-0.7150071674262172,20390.0,179820.0,11.33911689467245,-7.689889482616174,-44.89189189189189,77.20121916589365,12.953163315350663,-16610.0,16610.0,44.89189189189189,7.689889482616174,1.1735089143808195,-0.280664669,12.09203911,699.0032461,44.76260775,264115,12.484139893340283,28.46146565,47.58192454,13.55508017,-0.2583910550549823,-1.0921837764806162,-2.662684671422976,1.2927643473481436,0.8814871440251832,-0.3627814623323868,-0.6928705604306534,0.9118914826511367,-0.02641592002605265,0.08155943310082032,0.2275061122888544,-0.8228815936689562,-0.9332487532014302,2.2740427328000212,-2.2347877542589685,-2.7528407243337547,2.2347877542589685,2.7528407243337547,2.662684671422976,-0.30147000668353346,-0.28351152070128005,-0.31236534070227207
Arad,2016,4.930551524,5.403689632,2.792846735,1.687334468,0.585831302,-1.101503165944609,16740.0,176760.0,9.470468431771891,-1.8686484629005573,-17.900931829328105,57.81884120542267,17.295400238948627,-3650.0,3650.0,17.900931829328105,1.8686484629005573,1.0606278555505837,-0.354697033,11.2958374,982.5069079,44.89412944,289525,12.575996928052579,28.55711942,41.54494431,15.17105604,0.32365722691276716,-1.2103371164061445,-0.3441827973992849,1.1684119827786474,0.45380184087119946,1.2126095155007317,-0.680865957953023,1.012769092815036,-0.017923934469112075,-0.23050557329649657,0.43409076528983936,-0.9184741403555153,-0.97617699787841,3.3949245031883,-0.24021172776200705,-0.9842303756980226,0.24021172776200705,0.9842303756980226,0.3441827973992849,-0.38099030166040937,-0.3575835271848678,-0.2811229107896417
Arad,2017,5.314995785,6.030667495,3.031222236,1.642595372,0.631494549,-1.0111008227167748,15220.0,181810.0,8.371376711952037,-1.0990917198198566,-9.08004778972521,58.79467062236592,17.008344283837058,-1520.0,1520.0,9.08004778972521,1.0990917198198566,1.1101121218058625,-0.253610929,11.43174934,662.2697565,44.93911629,258867,12.464069695274942,24.74552569,43.52041782,15.21823948,0.2770975670895783,-1.2798319198212476,-0.03768135810870966,1.2229249859485132,0.5268078876192602,-0.5669044275623429,-0.6767597968249931,0.8898503442376337,-0.35631100383486486,-0.128388930529906,0.4401226465578392,-0.9582825433592331,-0.9740157231339505,3.320825417203985,0.08760053585207689,-0.4062328994913323,-0.08760053585207689,0.4062328994913323,0.03768135810870966,-0.27241080515610816,-0.34025790679197,-0.2728666197385461
Arad,2018,5.378423739,7.487086152,3.077631547,1.721546953,0.552329648,-1.169217305850749,13680.0,183120.0,7.470511140235911,-0.9008655717161256,-10.11826544021025,50.62579102798481,19.752777777777776,-1540.0,1540.0,10.11826544021025,0.9008655717161256,1.1000566402790948,-0.291231336,12.27798462,789.9546383,44.84673606,270218,12.506984319609904,26.90087263,41.58124181,15.26878298,0.3592619173451789,-1.3367930220485558,0.04126876512144829,1.2118476367661408,0.9813690719533109,0.14262295390518018,-0.6851917743789776,0.9369792849611358,-0.1649628208549746,-0.2286292743625662,0.4465840743568541,-0.9986147411393157,-0.9921082225516978,4.029258772529111,0.08452248642847046,-0.4742631761664815,-0.08452248642847046,0.4742631761664815,-0.04126876512144829,-0.312819968124214,-0.37056095057187727,-0.28718028568716264
Arad,2019,5.184477977,7.11278241,3.495113703,1.703460199,0.630642712,-1.0728174869250369,12850.0,184050.0,6.981798424341211,-0.4887127158947004,-6.067251461988299,27.80410332307719,35.96591439688716,-830.0,830.0,6.067251461988299,0.4887127158947004,0.8208545880480158,-0.659825185,12.44026375,737.7360055,44.78548956,462162,13.043670757951409,28.63519718,42.89599751,18.55410008,0.3404391607667782,-1.3676939864586324,0.20542227901475774,0.9042722494745855,1.0685384387581307,-0.14754882894090857,-0.6907820301432257,1.5263695856260295,-0.010992318389178399,-0.16066661251839973,0.8665755517677778,-1.020352224358451,-1.0426538777719148,8.214430976839937,0.19379324096649844,-0.2088163292316563,-0.19379324096649844,0.2088163292316563,-0.20542227901475774,-0.7087372401856874,-0.35208591321093485,-0.2730206388822153
Arad,2020,3.721642044,5.50816081,2.427037832,1.636667217,0.344947799,-1.2917194179923304,14380.0,176840.0,8.131644424338386,1.1498459999971755,11.90661478599222,52.14868540344515,19.175938803894297,1530.0,-1530.0,-11.90661478599222,-1.1498459999971755,0.5758069939657344,-0.585262388,11.77550125,818.9293917,45.00012061,275750,12.52724993711575,25.6275612,40.393835,14.69483228,0.27092817823605453,-1.294990025281904,0.8580325112017697,0.634322196985925,0.7114566242291211,0.3036316858611756,-0.6711916459670001,0.9592350334608393,-0.27800533107749403,-0.29000898733851327,0.37321082145105894,-0.9802819239665509,-0.9887353039913289,3.8803566509609206,0.5570030729520562,0.9689396963964788,-0.5570030729520562,-0.9689396963964788,-0.8580325112017697,-0.6286471918422235,-0.39403849569417854,-0.3246766315790425
Arad,2021,5.054119989,5.206077799,2.457822963,2.40365774,0.731548008,-1.6721097322011758,19790.0,174530.0,11.33902480948834,3.2073803851499534,37.62169680111265,84.39124446169133,11.849570490146538,5410.0,-5410.0,-37.62169680111265,-3.2073803851499534,0.7403851102336094,-0.461977081,11.20501709,813.9458009,45.54051954,234503,12.365223659963611,35.13430532,38.63148872,10.44421607,1.0691297744079946,-1.0921895989626274,1.6775136685165626,0.8156252262663507,0.40501707775521884,0.27593855507872117,-0.6218668970682686,0.7812973972846373,0.5659878932415379,-0.38110860704730404,-0.1701834773655516,-0.8385954369598974,-0.9173242280600281,1.9891671948071223,1.154144661131702,2.6539468270260738,-1.154144661131702,-2.6539468270260738,-1.6775136685165626,-0.4962228918569537,-0.46694034701575377,-0.25477613050608194
Arad,2022,4.409641776,2.833580629,1.5714026,3.441723053,0.914266717,-2.5274563362083624,17360.0,178370.0,9.732578348376968,-1.6064464611113711,-12.278928751894902,81.47710099218082,12.273387096774194,-2430.0,2430.0,12.278928751894902,1.6064464611113711,0.795994574999021,-0.373357638,11.94516373,562.663353,45.95536824,213066,12.269357255850059,38.61104071,37.64138811,10.32637774,2.1494369814989027,-1.1937640890607975,-0.23975217333440302,0.8768858886634219,0.802592008995699,-1.1204035549175475,-0.5840017074416617,0.6760166882755623,0.8746467857994014,-0.4322891213809805,-0.18524780534544,-0.9022365022882094,-0.9237784961657322,2.098568942504283,-0.052450712922015315,-0.6158428563299609,0.052450712922015315,0.6158428563299609,0.23975217333440302,-0.4010341950858167,-0.6308676307149669,-0.2217390834037498
Arges,2012,3.131253547,2.257202613,1.282709538,0.404047126,0.144981616,-0.2590655102996366,48850.0,252510.0,19.34576848441646,,,319.4146571114715,3.1307267144319346,,,,,-0.1442940646694969,-0.560324228,9.367703996,809.8582885,54.01528177,152936,11.937774812208854,43.78432808,43.14419103,10.2899252,-1.0118508061267057,-0.5859287768217325,,-0.15895765260300257,-0.5819084685315056,0.25322480910501377,0.15166446238725118,0.31187207385820925,1.333922793717791,-0.1478369345244778,-0.18990785966104332,-0.07752162690197678,-0.39679250673952315,-0.26146841513654306,,,,,,-0.6018603957407169,-0.19613024505474652,-0.3608321639971518
Arges,2013,3.140412509,4.514023634,2.014954915,0.400178283,0.1677394,-0.2324388829514466,48600.0,255580.0,19.015572423507315,-0.3301960609091452,-0.5117707267144334,393.60194371330226,2.5406378600823047,-250.0,250.0,0.5117707267144334,0.3301960609091452,0.0107576598633161,-0.385451687,9.250959288,875.0642952,54.04022638,123475,11.723793985408825,37.5776473,44.41060944,11.04758048,-1.015877083590813,-0.6068068436177261,0.26855678253440946,0.01185088495005682,-0.6446187028923471,0.6155656480327805,0.15394127412081018,0.0768778298562026,0.7829038057542064,-0.0823729352795557,-0.09305000675686342,-0.08406906160653563,-0.23248191504331026,-0.41379078984514234,0.28305667425108466,0.1552122454198863,-0.28305667425108466,-0.1552122454198863,-0.26855678253440946,-0.4140247615351711,-0.19102724859131137,-0.3567173692612022
Arges,2014,2.832458646,3.793975618,1.804624746,0.367836564,0.169398418,-0.1984381465877109,47570.0,255260.0,18.635900650317325,-0.3796717731899903,-2.119341563786004,388.2631407117205,2.575572840025226,-1030.0,1030.0,2.119341563786004,0.3796717731899903,0.4841070674257308,-0.182901093,9.284967386,1039.483178,54.05626638,122520,11.716029560946712,36.85847209,44.79023833,10.05958211,-1.049534881118442,-0.6308132252183687,0.24885144285627323,0.5333034537683591,-0.6263510157973017,1.5292188365099422,0.15540532026970894,0.06835092076873493,0.7190566045803286,-0.06274906912910186,-0.21935467765024078,-0.11104449258931809,-0.24430633834170554,-0.40477286133136275,0.16301274673043423,0.04987451708345589,-0.16301274673043423,-0.04987451708345589,-0.24885144285627323,-0.19645933322301531,-0.18451100321222358,-0.35641740514636366
Arges,2015,2.670234185,3.003096549,1.572015447,0.559323905,0.210973052,-0.3483508530916138,43940.0,253300.0,17.34701934465061,-1.2888813056667132,-7.630859785579148,354.8871694638732,2.817796995903505,-3630.0,3630.0,7.630859785579148,1.2888813056667132,0.4520589620535808,-0.178726588,9.598097315,854.813726,54.07272916,123814,11.726535718460907,38.10958373,43.55807905,9.830067682,-0.8502553637717583,-0.7123082918697584,-0.11327134123529968,0.4979985255164658,-0.4581510899130046,0.5030360115155241,0.15690795553524378,0.07988880750062183,0.8301282536852242,-0.12644213734306095,-0.24869556036224533,-0.20611324449951257,-0.3182277045941579,-0.34224641575761827,-0.23713367833840063,-0.3112733687702886,0.23713367833840063,0.3112733687702886,0.11327134123529968,-0.19197537713885673,-0.21324179217432682,-0.34890036899151533
Arges,2016,2.871424359,3.016825889,1.3837256,0.794706606,0.266563031,-0.5281435753327055,36230.0,257370.0,14.077009752496403,-3.2700095921542065,-17.546654528903048,294.4953830146963,3.3956389732266077,-7710.0,7710.0,17.546654528903048,3.2700095921542065,0.7348853737198503,0.017559533,9.096265109,963.9255215,54.15945344,123024,11.720134737271962,38.58921836,43.47850826,10.11916374,-0.6052942566715307,-0.9190687192975121,-0.9023212413074649,0.8095665903261644,-0.7277137603518087,1.1093552989437623,0.1648236879635505,0.07285923500171382,0.8727094331888507,-0.13055532939344988,-0.211737824832517,-0.40803613078810747,-0.45198391296329793,-0.19308538425639218,-0.8650557607541107,-0.96101599212789,0.8650557607541107,0.96101599212789,0.9023212413074649,0.018861200250280083,-0.24769908989175787,-0.3388492430576042
Arges,2017,4.22007558,5.430608348,2.703232435,0.789965414,0.334216137,-0.4557492771310076,36240.0,277720.0,13.049114215756877,-1.0278955367395284,0.0276014352746267,294.0746871804859,3.400496688741722,10.0,-10.0,-0.0276014352746267,1.0278955367395284,0.7453017553165802,0.029948727,8.927038805,898.8075429,54.13809166,123234,11.721840266033704,36.28949803,45.47202882,10.26745866,-0.6102283815513991,-0.9840618376777356,-0.009325122155583128,0.8210415153067989,-0.8186148501370446,0.7475036200982866,0.1628738979546585,0.07473225067317693,0.6685440163175352,-0.027505794260289047,-0.19277995846907361,-0.40777423339992513,-0.45291567343883926,-0.19183143960472354,0.3230713167579682,0.19055515968631823,-0.3230713167579682,-0.19055515968631823,0.009325122155583128,0.032168790446991086,-0.23382471358171242,-0.3266170044336925
Arges,2018,3.535935988,7.558813861,2.741627925,0.909285271,0.306529596,-0.602755675305306,39300.0,274570.0,14.313289871435334,1.2641756556784571,8.443708609271528,320.30384038599465,3.122035623409669,3060.0,-3060.0,-8.443708609271528,-1.2641756556784571,0.8622668238212214,0.073195008,9.279315301,934.8884763,53.99919369,122696,11.717465030330615,34.53005803,47.10911521,10.34345048,-0.4860530528395375,-0.9041288920561155,0.9035680800015795,0.9498929186450648,-0.6293870726862989,0.948000419995908,0.15019602775089308,0.06992735660040686,0.5123438051987916,0.057118861661155,-0.1830652442477449,-0.3276336326161248,-0.3948231365595971,-0.26371188679943214,0.7924738538579476,0.7420292165059365,-0.7924738538579476,-0.7420292165059365,-0.9035680800015795,0.07862086675476455,-0.26199850818874076,-0.3316229590188776
Arges,2019,4.199660031,4.897187712,2.534317984,0.954456183,0.361854267,-0.5926019157299098,36710.0,270770.0,13.557631938545631,-0.7556579328897026,-6.590330788804066,282.11118454421097,3.5447017161536367,-2590.0,2590.0,6.590330788804066,0.7556579328897026,0.406335266268609,-0.227873505,9.895587273,833.3631094,53.83341008,130126,11.77625849080609,37.52363094,42.00006148,15.92149148,-0.43904400516849834,-0.9519086164851561,0.09910251253052978,0.44762825306651816,-0.2983522835621669,0.3838378761332837,0.13506417888735955,0.13449447227758624,0.7781083214888339,-0.2069795491657899,0.5300256414535791,-0.3954650561553545,-0.47941253411357687,-0.1546071265908621,-0.07707510831086668,-0.2430916387582306,0.07707510831086668,0.2430916387582306,-0.09910251253052978,-0.24476549656613905,-0.26005253889543706,-0.32161980295592607
Arges,2020,3.005491103,2.826690028,2.031294875,0.782526948,0.229683678,-0.5528432702682492,30970.0,256920.00000000003,12.054335980071617,-1.5032959584740144,-15.636066466902754,241.8265439184177,4.135195350339038,-5740.0,5740.0,15.636066466902754,1.5032959584740144,0.4244588803203494,-0.212562651,9.888934441,876.0446043,53.89100566,128067,11.760308843456132,37.82551321,42.78385533,15.76908962,-0.6179695403483126,-1.046960972193917,-0.19866907217758467,0.4675936421692929,-0.30192589868383335,0.6210130912926746,0.14032119803278367,0.11697853228823107,0.8049089366317235,-0.16646349254547063,0.5105427482066617,-0.5457941569720257,-0.5686352761855324,-0.002180264184580734,-0.5618678925288781,-0.8358227492569049,0.5618678925288781,0.8358227492569049,0.19866907217758467,-0.2283196671930843,-0.25243278951716597,-0.3455173337464703
Arges,2021,4.485997406,3.932458812,1.907019254,1.105994273,0.351538522,-0.7544557507645964,25540.0,247730.0,10.30961127033464,-1.7447247097369782,-17.53309654504359,194.4512120842977,5.142678151918559,-5430.0,5430.0,17.53309654504359,1.7447247097369782,0.147024354080441,-0.34751621,8.742061399,953.7228314,54.31463941,131344,11.785575114588047,37.57156779,39.00292362,18.74314776,-0.28133938993318436,-1.1572786995775033,-0.29482606178694576,0.16196540206715815,-0.9179767542476844,1.0526603489345938,0.17898824044121003,0.14472601028514,0.7823640767804997,-0.36190830656119727,0.8907432080419033,-0.6880044387550439,-0.6735625374728672,0.25788594734182463,-0.5141581264629786,-0.9601275913261071,0.5141581264629786,0.9601275913261071,0.29482606178694576,-0.37327717280318773,-0.29107184663482194,-0.32348497459229447
Arges,2022,3.770839534,3.567916683,2.292264529,1.549553076,0.35884387,-1.1907092059763815,24480.0,244590.0,10.008585796639274,-0.3010254736953648,-4.150352388410338,180.83770407032577,5.529820261437909,-1060.0,1060.0,4.150352388410338,0.3010254736953648,0.110396978240245,-0.362788571,9.49673865,617.143777,54.57521071,135370,11.815767049179831,37.22907587,38.37334712,18.43096698,0.18026910969454205,-1.1763123304748653,0.2801749342124558,0.1216158443919957,-0.5125966039370935,-0.8176633084840786,0.20277180704212147,0.1778828634035023,0.7519582032011427,-0.39445252353970806,0.850834345968439,-0.7157655619023734,-0.7037138431654744,0.35782073688581384,0.1583956725950246,-0.08320955085245847,-0.1583956725950246,0.08320955085245847,-0.2801749342124558,-0.38968165573599445,-0.3746798759205306,-0.32216410752128793
